Frame,FillerA,CountA,FillerB,CountB,Relation,CombinedCount,Lead
002|<END>,222-740,3,540-740,2,Substitution@1:222>540,5,MinimalAlternation
002|<END>,222-740,3,760-740,2,Substitution@1:222>760,5,MinimalAlternation
002|<END>,222-740,3,772-740,2,Substitution@1:222>772,5,MinimalAlternation
002|<END>,519-740,3,016-740,2,Substitution@1:519>016,5,MinimalAlternation
002|<END>,519-740,3,384-740,2,Substitution@1:519>384,5,MinimalAlternation
002|<END>,519-740,3,540-740,2,Substitution@1:519>540,5,MinimalAlternation
002|<END>,519-740,3,760-740,2,Substitution@1:519>760,5,MinimalAlternation
002|<END>,519-740,3,772-740,2,Substitution@1:519>772,5,MinimalAlternation
002|<END>,520,3,003,2,Substitution@1:520>003,5,MinimalAlternation
002|<END>,520,3,016,2,Substitution@1:520>016,5,MinimalAlternation
002|<END>,520,3,031,2,Substitution@1:520>031,5,MinimalAlternation
002|<END>,520,3,136,2,Substitution@1:520>136,5,MinimalAlternation
002|<END>,520,3,226,2,Substitution@1:520>226,5,MinimalAlternation
002|<END>,520,3,231,2,Substitution@1:520>231,5,MinimalAlternation
002|<END>,520,3,233,2,Substitution@1:520>233,5,MinimalAlternation
002|<END>,520,3,391,2,Substitution@1:520>391,5,MinimalAlternation
002|<END>,520,3,416,2,Substitution@1:520>416,5,MinimalAlternation
002|<END>,806,3,003,2,Substitution@1:806>003,5,MinimalAlternation
002|<END>,806,3,016,2,Substitution@1:806>016,5,MinimalAlternation
002|<END>,806,3,031,2,Substitution@1:806>031,5,MinimalAlternation
002|<END>,806,3,136,2,Substitution@1:806>136,5,MinimalAlternation
002|<END>,806,3,226,2,Substitution@1:806>226,5,MinimalAlternation
002|<END>,806,3,231,2,Substitution@1:806>231,5,MinimalAlternation
002|<END>,806,3,233,2,Substitution@1:806>233,5,MinimalAlternation
002|<END>,806,3,391,2,Substitution@1:806>391,5,MinimalAlternation
002|<END>,806,3,416,2,Substitution@1:806>416,5,MinimalAlternation
002|<END>,832,3,003,2,Substitution@1:832>003,5,MinimalAlternation
002|<END>,832,3,016,2,Substitution@1:832>016,5,MinimalAlternation
002|<END>,832,3,031,2,Substitution@1:832>031,5,MinimalAlternation
002|<END>,832,3,136,2,Substitution@1:832>136,5,MinimalAlternation
002|<END>,832,3,226,2,Substitution@1:832>226,5,MinimalAlternation
002|<END>,832,3,231,2,Substitution@1:832>231,5,MinimalAlternation
002|<END>,832,3,233,2,Substitution@1:832>233,5,MinimalAlternation
002|<END>,832,3,391,2,Substitution@1:832>391,5,MinimalAlternation
002|<END>,832,3,416,2,Substitution@1:832>416,5,MinimalAlternation
002|<END>,032-760-740,3,032-205-740,2,Substitution@2:760>205,5,MinimalAlternation
002|<END>,240-904-740,3,240-176-740,2,Substitution@2:904>176,5,MinimalAlternation
002|<END>,240-904-740,3,240-773-740,2,Substitution@2:904>773,5,MinimalAlternation
002|<END>,231-520,3,231,2,SuffixDeletion:520,5,MinimalAlternation
002|<END>,235-760-740,2,760-740,2,PrefixDeletion:235,4,MinimalAlternation
002|<END>,440-760-740,2,760-740,2,PrefixDeletion:440,4,MinimalAlternation
002|<END>,605-760-740,2,760-740,2,PrefixDeletion:605,4,MinimalAlternation
002|<END>,003,2,016,2,Substitution@1:003>016,4,MinimalAlternation
002|<END>,003,2,031,2,Substitution@1:003>031,4,MinimalAlternation
002|<END>,003,2,136,2,Substitution@1:003>136,4,MinimalAlternation
002|<END>,003,2,226,2,Substitution@1:003>226,4,MinimalAlternation
002|<END>,003,2,231,2,Substitution@1:003>231,4,MinimalAlternation
002|<END>,003,2,233,2,Substitution@1:003>233,4,MinimalAlternation
002|<END>,003,2,391,2,Substitution@1:003>391,4,MinimalAlternation
002|<END>,003,2,416,2,Substitution@1:003>416,4,MinimalAlternation
002|<END>,016,2,031,2,Substitution@1:016>031,4,MinimalAlternation
002|<END>,016,2,136,2,Substitution@1:016>136,4,MinimalAlternation
002|<END>,016,2,226,2,Substitution@1:016>226,4,MinimalAlternation
002|<END>,016,2,231,2,Substitution@1:016>231,4,MinimalAlternation
002|<END>,016,2,233,2,Substitution@1:016>233,4,MinimalAlternation
002|<END>,016-740,2,384-740,2,Substitution@1:016>384,4,MinimalAlternation
002|<END>,016,2,391,2,Substitution@1:016>391,4,MinimalAlternation
002|<END>,016,2,416,2,Substitution@1:016>416,4,MinimalAlternation
002|<END>,016-740,2,540-740,2,Substitution@1:016>540,4,MinimalAlternation
002|<END>,016-740,2,760-740,2,Substitution@1:016>760,4,MinimalAlternation
002|<END>,016-740,2,772-740,2,Substitution@1:016>772,4,MinimalAlternation
002|<END>,031,2,136,2,Substitution@1:031>136,4,MinimalAlternation
002|<END>,031,2,226,2,Substitution@1:031>226,4,MinimalAlternation
002|<END>,031,2,231,2,Substitution@1:031>231,4,MinimalAlternation
002|<END>,031,2,233,2,Substitution@1:031>233,4,MinimalAlternation
002|<END>,031,2,391,2,Substitution@1:031>391,4,MinimalAlternation
002|<END>,031,2,416,2,Substitution@1:031>416,4,MinimalAlternation
002|<END>,136,2,226,2,Substitution@1:136>226,4,MinimalAlternation
002|<END>,136,2,231,2,Substitution@1:136>231,4,MinimalAlternation
002|<END>,136,2,233,2,Substitution@1:136>233,4,MinimalAlternation
002|<END>,136,2,391,2,Substitution@1:136>391,4,MinimalAlternation
002|<END>,136,2,416,2,Substitution@1:136>416,4,MinimalAlternation
002|<END>,226,2,231,2,Substitution@1:226>231,4,MinimalAlternation
002|<END>,226,2,233,2,Substitution@1:226>233,4,MinimalAlternation
002|<END>,226,2,391,2,Substitution@1:226>391,4,MinimalAlternation
002|<END>,226,2,416,2,Substitution@1:226>416,4,MinimalAlternation
002|<END>,231,2,233,2,Substitution@1:231>233,4,MinimalAlternation
002|<END>,231,2,391,2,Substitution@1:231>391,4,MinimalAlternation
002|<END>,231,2,416,2,Substitution@1:231>416,4,MinimalAlternation
002|<END>,231-798-740,2,803-798-740,2,Substitution@1:231>803,4,MinimalAlternation
002|<END>,233,2,391,2,Substitution@1:233>391,4,MinimalAlternation
002|<END>,233,2,416,2,Substitution@1:233>416,4,MinimalAlternation
002|<END>,235-760-740,2,440-760-740,2,Substitution@1:235>440,4,MinimalAlternation
002|<END>,235-760-740,2,605-760-740,2,Substitution@1:235>605,4,MinimalAlternation
002|<END>,384-740,2,540-740,2,Substitution@1:384>540,4,MinimalAlternation
002|<END>,384-740,2,760-740,2,Substitution@1:384>760,4,MinimalAlternation
002|<END>,384-740,2,772-740,2,Substitution@1:384>772,4,MinimalAlternation
002|<END>,391,2,416,2,Substitution@1:391>416,4,MinimalAlternation
002|<END>,440-760-740,2,605-760-740,2,Substitution@1:440>605,4,MinimalAlternation
002|<END>,540-740,2,760-740,2,Substitution@1:540>760,4,MinimalAlternation
002|<END>,540-740,2,772-740,2,Substitution@1:540>772,4,MinimalAlternation
002|<END>,705-033-520,2,706-033-520,2,Substitution@1:705>706,4,MinimalAlternation
002|<END>,760-740,2,772-740,2,Substitution@1:760>772,4,MinimalAlternation
002|<END>,061-142-740,2,061-702-740,2,Substitution@2:142>702,4,MinimalAlternation
002|<END>,240-176-740,2,240-773-740,2,Substitution@2:176>773,4,MinimalAlternation
002|<END>,240-415-100-740,2,240-415-100-740-090,2,SuffixAddition:090,4,MinimalAlternation
002|<END>,016,2,016-740,2,SuffixAddition:740,4,MinimalAlternation
031|<END>,156,11,740,9,Substitution@1:156>740,20,MinimalAlternation
031|<END>,156,11,032,8,Substitution@1:156>032,19,MinimalAlternation
031|<END>,740,9,032,8,Substitution@1:740>032,17,MinimalAlternation
031|<END>,156,11,520,5,Substitution@1:156>520,16,MinimalAlternation
031|<END>,156,11,700,5,Substitution@1:156>700,16,MinimalAlternation
031|<END>,156,11,136,4,Substitution@1:156>136,15,MinimalAlternation
031|<END>,156,11,151,3,Substitution@1:156>151,14,MinimalAlternation
031|<END>,740,9,520,5,Substitution@1:740>520,14,MinimalAlternation
031|<END>,740,9,700,5,Substitution@1:740>700,14,MinimalAlternation
031|<END>,032,8,520,5,Substitution@1:032>520,13,MinimalAlternation
031|<END>,032,8,700,5,Substitution@1:032>700,13,MinimalAlternation
031|<END>,156,11,001,2,Substitution@1:156>001,13,MinimalAlternation
031|<END>,156,11,031,2,Substitution@1:156>031,13,MinimalAlternation
031|<END>,156,11,592,2,Substitution@1:156>592,13,MinimalAlternation
031|<END>,740,9,136,4,Substitution@1:740>136,13,MinimalAlternation
031|<END>,032,8,136,4,Substitution@1:032>136,12,MinimalAlternation
031|<END>,740,9,151,3,Substitution@1:740>151,12,MinimalAlternation
031|<END>,740,9,176-740,2,PrefixAddition:176,11,MinimalAlternation
031|<END>,740,9,384-740,2,PrefixAddition:384,11,MinimalAlternation
031|<END>,740,9,388-740,2,PrefixAddition:388,11,MinimalAlternation
031|<END>,032,8,151,3,Substitution@1:032>151,11,MinimalAlternation
031|<END>,740,9,001,2,Substitution@1:740>001,11,MinimalAlternation
031|<END>,740,9,031,2,Substitution@1:740>031,11,MinimalAlternation
031|<END>,740,9,592,2,Substitution@1:740>592,11,MinimalAlternation
031|<END>,032,8,001,2,Substitution@1:032>001,10,MinimalAlternation
031|<END>,032,8,031,2,Substitution@1:032>031,10,MinimalAlternation
031|<END>,032,8,592,2,Substitution@1:032>592,10,MinimalAlternation
031|<END>,520,5,700,5,Substitution@1:520>700,10,MinimalAlternation
031|<END>,520,5,136,4,Substitution@1:520>136,9,MinimalAlternation
031|<END>,700,5,136,4,Substitution@1:700>136,9,MinimalAlternation
031|<END>,520,5,151,3,Substitution@1:520>151,8,MinimalAlternation
031|<END>,700,5,151,3,Substitution@1:700>151,8,MinimalAlternation
031|<END>,136,4,151,3,Substitution@1:136>151,7,MinimalAlternation
031|<END>,520,5,001,2,Substitution@1:520>001,7,MinimalAlternation
031|<END>,520,5,031,2,Substitution@1:520>031,7,MinimalAlternation
031|<END>,520,5,592,2,Substitution@1:520>592,7,MinimalAlternation
031|<END>,700,5,001,2,Substitution@1:700>001,7,MinimalAlternation
031|<END>,700,5,031,2,Substitution@1:700>031,7,MinimalAlternation
031|<END>,700,5,592,2,Substitution@1:700>592,7,MinimalAlternation
031|<END>,136,4,001,2,Substitution@1:136>001,6,MinimalAlternation
031|<END>,136,4,031,2,Substitution@1:136>031,6,MinimalAlternation
031|<END>,136,4,592,2,Substitution@1:136>592,6,MinimalAlternation
031|<END>,151,3,001,2,Substitution@1:151>001,5,MinimalAlternation
031|<END>,151,3,031,2,Substitution@1:151>031,5,MinimalAlternation
031|<END>,151,3,592,2,Substitution@1:151>592,5,MinimalAlternation
031|<END>,001,2,031,2,Substitution@1:001>031,4,MinimalAlternation
031|<END>,001,2,592,2,Substitution@1:001>592,4,MinimalAlternation
031|<END>,031,2,592,2,Substitution@1:031>592,4,MinimalAlternation
031|<END>,176-740,2,384-740,2,Substitution@1:176>384,4,MinimalAlternation
031|<END>,176-740,2,388-740,2,Substitution@1:176>388,4,MinimalAlternation
031|<END>,384-740,2,388-740,2,Substitution@1:384>388,4,MinimalAlternation
032|740,877,7,760,5,Substitution@1:877>760,12,MinimalAlternation
032|740,877,7,904,5,Substitution@1:877>904,12,MinimalAlternation
032|740,877,7,220,4,Substitution@1:877>220,11,MinimalAlternation
032|740,760,5,904,5,Substitution@1:760>904,10,MinimalAlternation
032|740,877,7,384,3,Substitution@1:877>384,10,MinimalAlternation
032|740,760,5,220,4,Substitution@1:760>220,9,MinimalAlternation
032|740,877,7,205,2,Substitution@1:877>205,9,MinimalAlternation
032|740,904,5,220,4,Substitution@1:904>220,9,MinimalAlternation
032|740,760,5,384,3,Substitution@1:760>384,8,MinimalAlternation
032|740,904,5,384,3,Substitution@1:904>384,8,MinimalAlternation
032|740,220,4,384,3,Substitution@1:220>384,7,MinimalAlternation
032|740,760,5,205,2,Substitution@1:760>205,7,MinimalAlternation
032|740,904,5,205,2,Substitution@1:904>205,7,MinimalAlternation
032|740,220,4,220-923,3,SuffixAddition:923,7,MinimalAlternation
032|740,220,4,205,2,Substitution@1:220>205,6,MinimalAlternation
032|740,220,4,220-176,2,SuffixAddition:176,6,MinimalAlternation
032|740,590-390,3,070-590-390,2,PrefixAddition:070,5,MinimalAlternation
032|740,384,3,205,2,Substitution@1:384>205,5,MinimalAlternation
032|740,220-923,3,220-176,2,Substitution@2:923>176,5,MinimalAlternation
060|740,690,5,803,4,Substitution@1:690>803,9,MinimalAlternation
060|740,690,5,240,2,Substitution@1:690>240,7,MinimalAlternation
060|740,690,5,482,2,Substitution@1:690>482,7,MinimalAlternation
060|740,690,5,531,2,Substitution@1:690>531,7,MinimalAlternation
060|740,803,4,240,2,Substitution@1:803>240,6,MinimalAlternation
060|740,803,4,482,2,Substitution@1:803>482,6,MinimalAlternation
060|740,803,4,531,2,Substitution@1:803>531,6,MinimalAlternation
060|740,240-603,3,240-636,2,Substitution@2:603>636,5,MinimalAlternation
060|740,240-603,3,240-642,2,Substitution@2:603>642,5,MinimalAlternation
060|740,240-603,3,240,2,SuffixDeletion:603,5,MinimalAlternation
060|740,240,2,482,2,Substitution@1:240>482,4,MinimalAlternation
060|740,240,2,531,2,Substitution@1:240>531,4,MinimalAlternation
060|740,482,2,531,2,Substitution@1:482>531,4,MinimalAlternation
060|740,240-636,2,240-642,2,Substitution@2:636>642,4,MinimalAlternation
060|740,240,2,240-636,2,SuffixAddition:636,4,MinimalAlternation
060|740,240,2,240-642,2,SuffixAddition:642,4,MinimalAlternation
060|<END>,690-740,5,803-740,2,Substitution@1:690>803,7,MinimalAlternation
060|<END>,240-603-740,3,240-636-740,2,Substitution@2:603>636,5,MinimalAlternation
060|<END>,240-603-740,3,240-642-740,2,Substitution@2:603>642,5,MinimalAlternation
060|<END>,741,2,869,2,Substitution@1:741>869,4,MinimalAlternation
060|<END>,240-636-740,2,240-642-740,2,Substitution@2:636>642,4,MinimalAlternation
060|<END>,741,2,741-592,2,SuffixAddition:592,4,MinimalAlternation
233|<END>,520,20,520-400,4,SuffixAddition:400,24,MinimalAlternation
233|<END>,520,20,740,3,Substitution@1:520>740,23,MinimalAlternation
233|<END>,520,20,550,2,Substitution@1:520>550,22,MinimalAlternation
233|<END>,520,20,590,2,Substitution@1:520>590,22,MinimalAlternation
233|<END>,176-740,7,222-740,5,Substitution@1:176>222,12,MinimalAlternation
233|<END>,176-740,7,384-740,4,Substitution@1:176>384,11,MinimalAlternation
233|<END>,176-740,7,740,3,PrefixDeletion:176,10,MinimalAlternation
233|<END>,176-740,7,798-740,3,Substitution@1:176>798,10,MinimalAlternation
233|<END>,176-740,7,803-740,3,Substitution@1:176>803,10,MinimalAlternation
233|<END>,176-740,7,100-740,2,Substitution@1:176>100,9,MinimalAlternation
233|<END>,176-740,7,717-740,2,Substitution@1:176>717,9,MinimalAlternation
233|<END>,222-740,5,384-740,4,Substitution@1:222>384,9,MinimalAlternation
233|<END>,222-740,5,740,3,PrefixDeletion:222,8,MinimalAlternation
233|<END>,222-740,5,798-740,3,Substitution@1:222>798,8,MinimalAlternation
233|<END>,222-740,5,803-740,3,Substitution@1:222>803,8,MinimalAlternation
233|<END>,384-740,4,740,3,PrefixDeletion:384,7,MinimalAlternation
233|<END>,222-740,5,100-740,2,Substitution@1:222>100,7,MinimalAlternation
233|<END>,222-740,5,717-740,2,Substitution@1:222>717,7,MinimalAlternation
233|<END>,384-740,4,798-740,3,Substitution@1:384>798,7,MinimalAlternation
233|<END>,384-740,4,803-740,3,Substitution@1:384>803,7,MinimalAlternation
233|<END>,705-033-520,5,706-033-520,2,Substitution@1:705>706,7,MinimalAlternation
233|<END>,740,3,798-740,3,PrefixAddition:798,6,MinimalAlternation
233|<END>,740,3,803-740,3,PrefixAddition:803,6,MinimalAlternation
233|<END>,384-740,4,100-740,2,Substitution@1:384>100,6,MinimalAlternation
233|<END>,384-740,4,717-740,2,Substitution@1:384>717,6,MinimalAlternation
233|<END>,520-400,4,804-400,2,Substitution@1:520>804,6,MinimalAlternation
233|<END>,798-740,3,803-740,3,Substitution@1:798>803,6,MinimalAlternation
233|<END>,740,3,100-740,2,PrefixAddition:100,5,MinimalAlternation
233|<END>,740,3,717-740,2,PrefixAddition:717,5,MinimalAlternation
233|<END>,740,3,550,2,Substitution@1:740>550,5,MinimalAlternation
233|<END>,740,3,590,2,Substitution@1:740>590,5,MinimalAlternation
233|<END>,798-740,3,100-740,2,Substitution@1:798>100,5,MinimalAlternation
233|<END>,798-740,3,717-740,2,Substitution@1:798>717,5,MinimalAlternation
233|<END>,803-740,3,100-740,2,Substitution@1:803>100,5,MinimalAlternation
233|<END>,803-740,3,717-740,2,Substitution@1:803>717,5,MinimalAlternation
233|<END>,740,3,740-090,2,SuffixAddition:090,5,MinimalAlternation
233|<END>,320-920-740-400,3,320-920-740,2,SuffixDeletion:400,5,MinimalAlternation
233|<END>,100-740,2,717-740,2,Substitution@1:100>717,4,MinimalAlternation
233|<END>,388-527,2,550-527,2,Substitution@1:388>550,4,MinimalAlternation
233|<END>,550,2,590,2,Substitution@1:550>590,4,MinimalAlternation
233|<END>,550-526,2,550-527,2,Substitution@2:526>527,4,MinimalAlternation
233|<END>,550,2,550-526,2,SuffixAddition:526,4,MinimalAlternation
233|<END>,550,2,550-527,2,SuffixAddition:527,4,MinimalAlternation
235|<END>,240-740-090,13,740-090,2,PrefixDeletion:240,15,MinimalAlternation
235|<END>,520,10,740,3,Substitution@1:520>740,13,MinimalAlternation
235|<END>,590-405-740-400,9,590-405-740,2,SuffixDeletion:400,11,MinimalAlternation
235|<END>,590-390-740,6,590-405-740,2,Substitution@2:390>405,8,MinimalAlternation
235|<END>,482-740,4,740,3,PrefixDeletion:482,7,MinimalAlternation
235|<END>,482-740,4,760-740,3,Substitution@1:482>760,7,MinimalAlternation
235|<END>,482-740,4,798-740,3,Substitution@1:482>798,7,MinimalAlternation
235|<END>,705-033-520,4,233-705-033-520,2,PrefixAddition:233,6,MinimalAlternation
235|<END>,740,3,760-740,3,PrefixAddition:760,6,MinimalAlternation
235|<END>,740,3,798-740,3,PrefixAddition:798,6,MinimalAlternation
235|<END>,482-740,4,100-740,2,Substitution@1:482>100,6,MinimalAlternation
235|<END>,482-740,4,242-740,2,Substitution@1:482>242,6,MinimalAlternation
235|<END>,482-740,4,388-740,2,Substitution@1:482>388,6,MinimalAlternation
235|<END>,482-740,4,803-740,2,Substitution@1:482>803,6,MinimalAlternation
235|<END>,482-740,4,923-740,2,Substitution@1:482>923,6,MinimalAlternation
235|<END>,760-740,3,798-740,3,Substitution@1:760>798,6,MinimalAlternation
235|<END>,555-526,3,555-527,3,Substitution@2:526>527,6,MinimalAlternation
235|<END>,705-033-520,4,705-033,2,SuffixDeletion:520,6,MinimalAlternation
235|<END>,740,3,100-740,2,PrefixAddition:100,5,MinimalAlternation
235|<END>,740,3,242-740,2,PrefixAddition:242,5,MinimalAlternation
235|<END>,740,3,388-740,2,PrefixAddition:388,5,MinimalAlternation
235|<END>,740,3,803-740,2,PrefixAddition:803,5,MinimalAlternation
235|<END>,740,3,923-740,2,PrefixAddition:923,5,MinimalAlternation
235|<END>,555-527,3,550-527,2,Substitution@1:555>550,5,MinimalAlternation
235|<END>,760-740,3,100-740,2,Substitution@1:760>100,5,MinimalAlternation
235|<END>,760-740,3,242-740,2,Substitution@1:760>242,5,MinimalAlternation
235|<END>,760-740,3,388-740,2,Substitution@1:760>388,5,MinimalAlternation
235|<END>,760-740,3,803-740,2,Substitution@1:760>803,5,MinimalAlternation
235|<END>,760-740,3,923-740,2,Substitution@1:760>923,5,MinimalAlternation
235|<END>,798-740,3,100-740,2,Substitution@1:798>100,5,MinimalAlternation
235|<END>,798-740,3,242-740,2,Substitution@1:798>242,5,MinimalAlternation
235|<END>,798-740,3,388-740,2,Substitution@1:798>388,5,MinimalAlternation
235|<END>,798-740,3,803-740,2,Substitution@1:798>803,5,MinimalAlternation
235|<END>,798-740,3,923-740,2,Substitution@1:798>923,5,MinimalAlternation
235|<END>,740,3,740-090,2,SuffixAddition:090,5,MinimalAlternation
235|<END>,240-923-740,2,923-740,2,PrefixDeletion:240,4,MinimalAlternation
235|<END>,100-740,2,242-740,2,Substitution@1:100>242,4,MinimalAlternation
235|<END>,100-740,2,388-740,2,Substitution@1:100>388,4,MinimalAlternation
235|<END>,100-740,2,803-740,2,Substitution@1:100>803,4,MinimalAlternation
235|<END>,100-740,2,923-740,2,Substitution@1:100>923,4,MinimalAlternation
235|<END>,242-740,2,388-740,2,Substitution@1:242>388,4,MinimalAlternation
235|<END>,242-740,2,803-740,2,Substitution@1:242>803,4,MinimalAlternation
235|<END>,242-740,2,923-740,2,Substitution@1:242>923,4,MinimalAlternation
235|<END>,388-740,2,803-740,2,Substitution@1:388>803,4,MinimalAlternation
235|<END>,388-740,2,923-740,2,Substitution@1:388>923,4,MinimalAlternation
235|<END>,803-740,2,923-740,2,Substitution@1:803>923,4,MinimalAlternation
235|<END>,240-455-740,2,240-923-740,2,Substitution@2:455>923,4,MinimalAlternation
741|<END>,176-740-090,8,176-740,3,SuffixDeletion:090,11,MinimalAlternation
741|<END>,048-740,5,176-740,3,Substitution@1:048>176,8,MinimalAlternation
741|<END>,590-390-740,4,590-390-151,3,Substitution@3:740>151,7,MinimalAlternation
741|<END>,590-390-740,4,590-406-740,2,Substitution@2:390>406,6,MinimalAlternation
741|<END>,003,2,240,2,Substitution@1:003>240,4,MinimalAlternation
741|<END>,003,2,592,2,Substitution@1:003>592,4,MinimalAlternation
741|<END>,240,2,592,2,Substitution@1:240>592,4,MinimalAlternation
817|<END>,002,13,368,4,Substitution@1:002>368,17,MinimalAlternation
817|<END>,002,13,740,4,Substitution@1:002>740,17,MinimalAlternation
817|<END>,002,13,002-832,2,SuffixAddition:832,15,MinimalAlternation
817|<END>,002-048-740,11,002-061-740,2,Substitution@2:048>061,13,MinimalAlternation
817|<END>,368-690,6,368,4,SuffixDeletion:690,10,MinimalAlternation
817|<END>,740-400,5,740,4,SuffixDeletion:400,9,MinimalAlternation
817|<END>,368,4,740,4,Substitution@1:368>740,8,MinimalAlternation
817|<END>,002-004-390,4,002-003-390,3,Substitution@2:004>003,7,MinimalAlternation
817|<END>,002-004-390,4,002-005-390,2,Substitution@2:004>005,6,MinimalAlternation
817|<END>,002-003-390,3,002-005-390,2,Substitution@2:003>005,5,MinimalAlternation
820|<END>,002,10,032,5,Substitution@1:002>032,15,MinimalAlternation
820|<END>,002,10,595,3,Substitution@1:002>595,13,MinimalAlternation
820|<END>,002,10,002-032,2,SuffixAddition:032,12,MinimalAlternation
820|<END>,002,10,002-520,2,SuffixAddition:520,12,MinimalAlternation
820|<END>,002,10,002-740,2,SuffixAddition:740,12,MinimalAlternation
820|<END>,032,5,595,3,Substitution@1:032>595,8,MinimalAlternation
820|<END>,032,5,002-032,2,PrefixAddition:002,7,MinimalAlternation
820|<END>,032,5,032-130,2,SuffixAddition:130,7,MinimalAlternation
820|<END>,002-032,2,002-520,2,Substitution@2:032>520,4,MinimalAlternation
820|<END>,002-032,2,002-740,2,Substitution@2:032>740,4,MinimalAlternation
820|<END>,002-520,2,002-740,2,Substitution@2:520>740,4,MinimalAlternation
861|<END>,002,20,740,9,Substitution@1:002>740,29,MinimalAlternation
861|<END>,002,20,368,4,Substitution@1:002>368,24,MinimalAlternation
861|<END>,002,20,002-236,3,SuffixAddition:236,23,MinimalAlternation
861|<END>,002,20,002-235,2,SuffixAddition:235,22,MinimalAlternation
861|<END>,740,9,368,4,Substitution@1:740>368,13,MinimalAlternation
861|<END>,002-003-390,3,002-004-390,2,Substitution@2:003>004,5,MinimalAlternation
861|<END>,002-003-390,3,002-016-390,2,Substitution@2:003>016,5,MinimalAlternation
861|<END>,002-236,3,002-235,2,Substitution@2:236>235,5,MinimalAlternation
861|<END>,002-004-390,2,002-016-390,2,Substitution@2:004>016,4,MinimalAlternation
861|<END>,002-004-390,2,002-004-407,2,Substitution@3:390>407,4,MinimalAlternation
<START>|001,820,15,480,4,Substitution@1:820>480,19,MinimalAlternation
<START>|001,820,15,692,4,Substitution@1:820>692,19,MinimalAlternation
<START>|001,820,15,140,3,Substitution@1:820>140,18,MinimalAlternation
<START>|001,820,15,031,2,Substitution@1:820>031,17,MinimalAlternation
<START>|001,820,15,032,2,Substitution@1:820>032,17,MinimalAlternation
<START>|001,820,15,090,2,Substitution@1:820>090,17,MinimalAlternation
<START>|001,820,15,920,2,Substitution@1:820>920,17,MinimalAlternation
<START>|001,480,4,692,4,Substitution@1:480>692,8,MinimalAlternation
<START>|001,480,4,140,3,Substitution@1:480>140,7,MinimalAlternation
<START>|001,692,4,140,3,Substitution@1:692>140,7,MinimalAlternation
<START>|001,480,4,031,2,Substitution@1:480>031,6,MinimalAlternation
<START>|001,480,4,032,2,Substitution@1:480>032,6,MinimalAlternation
<START>|001,480,4,090,2,Substitution@1:480>090,6,MinimalAlternation
<START>|001,480,4,920,2,Substitution@1:480>920,6,MinimalAlternation
<START>|001,692,4,031,2,Substitution@1:692>031,6,MinimalAlternation
<START>|001,692,4,032,2,Substitution@1:692>032,6,MinimalAlternation
<START>|001,692,4,090,2,Substitution@1:692>090,6,MinimalAlternation
<START>|001,692,4,920,2,Substitution@1:692>920,6,MinimalAlternation
<START>|001,140,3,031,2,Substitution@1:140>031,5,MinimalAlternation
<START>|001,140,3,032,2,Substitution@1:140>032,5,MinimalAlternation
<START>|001,140,3,090,2,Substitution@1:140>090,5,MinimalAlternation
<START>|001,140,3,920,2,Substitution@1:140>920,5,MinimalAlternation
<START>|001,031,2,032,2,Substitution@1:031>032,4,MinimalAlternation
<START>|001,031,2,090,2,Substitution@1:031>090,4,MinimalAlternation
<START>|001,031,2,920,2,Substitution@1:031>920,4,MinimalAlternation
<START>|001,032,2,090,2,Substitution@1:032>090,4,MinimalAlternation
<START>|001,032,2,920,2,Substitution@1:032>920,4,MinimalAlternation
<START>|001,090,2,920,2,Substitution@1:090>920,4,MinimalAlternation
<START>|233,235,9,240,9,Substitution@1:235>240,18,MinimalAlternation
<START>|233,235,9,803,6,Substitution@1:235>803,15,MinimalAlternation
<START>|233,235,9,806,6,Substitution@1:235>806,15,MinimalAlternation
<START>|233,240,9,803,6,Substitution@1:240>803,15,MinimalAlternation
<START>|233,240,9,806,6,Substitution@1:240>806,15,MinimalAlternation
<START>|233,240,9,798-240,3,PrefixAddition:798,12,MinimalAlternation
<START>|233,235,9,806-235,3,PrefixAddition:806,12,MinimalAlternation
<START>|233,803,6,806,6,Substitution@1:803>806,12,MinimalAlternation
<START>|233,235,9,803-235,2,PrefixAddition:803,11,MinimalAlternation
<START>|233,817-002,7,861-002,3,Substitution@1:817>861,10,MinimalAlternation
<START>|233,806,6,806-235,3,SuffixAddition:235,9,MinimalAlternation
<START>|233,817-002,7,817-002-803,2,SuffixAddition:803,9,MinimalAlternation
<START>|233,803,6,803-235,2,SuffixAddition:235,8,MinimalAlternation
<START>|233,806-235,3,803-235,2,Substitution@1:806>803,5,MinimalAlternation
<START>|240,235,15,798,12,Substitution@1:235>798,27,MinimalAlternation
<START>|240,861-002,15,817-002,9,Substitution@1:861>817,24,MinimalAlternation
<START>|240,861-002,15,820-002,5,Substitution@1:861>820,20,MinimalAlternation
<START>|240,861-002,15,002,3,PrefixDeletion:861,18,MinimalAlternation
<START>|240,235,15,002,3,Substitution@1:235>002,18,MinimalAlternation
<START>|240,235,15,031,3,Substitution@1:235>031,18,MinimalAlternation
<START>|240,235,15,803,3,Substitution@1:235>803,18,MinimalAlternation
<START>|240,235,15,806-235,2,PrefixAddition:806,17,MinimalAlternation
<START>|240,235,15,032,2,Substitution@1:235>032,17,MinimalAlternation
<START>|240,235,15,220,2,Substitution@1:235>220,17,MinimalAlternation
