"Sign","Id","Cisi","Site","Region","Type","Complete","Direction","Position","TextLength","PositionClass","PreviousSign","NextSign","ReadingOrderText","SourceText","ArtifactReviewStatus","ReviewQuestion"
"705","4032.1","M-2080","Mohenjo-daro","Lower Indus","BNGL","Y","R/L","1","2","Initial","","840","705-840","+840-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","4047.1","M-2128","Mohenjo-daro","Lower Indus","IMPL","Y","R/L","3","4","Medial","002","041","905-002-705-041","+041-705-002-905+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3673.1","M-1375","Mohenjo-daro","Lower Indus","POT:T:s","Y","R/L","1","4","Initial","","033","705-033-032-790","+790-032-033-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3658.1","M-1359","Mohenjo-daro","Lower Indus","SEAL","Y","R/L","1","3","Initial","","033","705-033-520","+520-033-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2422.1","M-1954","Mohenjo-daro","Lower Indus","SEAL:R","Y","R/L","6","12","Medial","220","033","861-002-798-415-220-705-033-752-031-590-407-740","+740-407-590-031-752-033-705-220-415-798-002-861+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2445.1","M-1978","Mohenjo-daro","Lower Indus","SEAL:R","Y","R/L","2","5","Medial","236","033","236-705-033-061-405","+405-061-033-705-236+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2851.1","M-355","Mohenjo-daro","Lower Indus","SEAL:R","Y","R/L","9","13","Medial","231","033","140-919-520-360-861-002-235-231-705-033-032-877-740","+740-877-032-033-705-231-235-002-861-360-520-919-140+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2855.1","M-359","Mohenjo-daro","Lower Indus","SEAL:R","Y","R/L","2","11","Medial","632","385","632-705-385-388-002-803-235-220-590-405-740","+740-405-590-220-235-803-002-388-385-705-632+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2861.1","M-365","Mohenjo-daro","Lower Indus","SEAL:R","Y","R/L","5","8","Medial","220","033","550-060-415-220-705-033-550-527","+527-550-033-705-220-415-060-550+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3604.1","M-1299","Mohenjo-daro","Lower Indus","SEAL:R","Y","R/L","4","7","Medial","233","033","817-002-233-705-033-550-527","+527-550-033-705-233-002-817+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2178.1","M-1696","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","5","7","Medial","220","033","861-002-415-220-705-033-520","+520-033-705-220-415-002-861+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2255.1","M-1765","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","4","9","Medial","002","632","033-093-002-705-632-140-480-031-215","+215-031-480-140-632-705-002-093-033+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2270.1","M-1668","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","2","8","Medial","125","320","125-705-320-002-803-233-773-740","+740-773-233-803-002-320-705-125+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2297.1","M-1772","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","1","9","Initial","","255","705-255-435-798-002-061-142-400-740","+740-400-142-061-002-798-435-255-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2385.1","M-1715","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","3","6","Medial","060","033","692-060-705-033-923-740","+740-923-033-705-060-692+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2473.1","M-1665","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","7","9","Medial","233","033","032-125-610-002-240-233-705-033-520","+520-033-705-233-240-002-610-125-032+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2478.1","M-1906","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","5","7","Medial","233","033","820-060-235-233-705-033-520","+520-033-705-233-235-060-820+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2486.1","M-1723","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","2","6","Medial","798","033","798-705-033-840-032-740","+740-032-840-033-705-798+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2533.1","M-4","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","6","9","Medial","231","033","033-617-564-002-231-705-033-465-298","+298-465-033-705-231-002-564-617-033+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2572.1","M-44","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","5","8","Medial","803","033","317-920-002-803-705-033-760-740","+740-760-033-705-803-002-920-317+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2578.1","M-50","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","5","9","Medial","240","033","820-002-798-240-705-033-017-585-740","+740-585-017-033-705-240-798-002-820+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2582.1","M-54","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","4","7","Medial","798","033","820-002-798-705-033-240-236","+236-240-033-705-798-002-820+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2600.1","M-72","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","5","7","Medial","140","255","861-002-003-140-705-255-740","+740-255-705-140-003-002-861+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2613.1","M-86","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","5","7","Medial","231","033","700-820-002-231-705-033-520","+520-033-705-231-002-820-700+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2627.1","M-100","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","3","6","Medial","002","255","861-002-705-255-740-090","+090-740-255-705-002-861+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2644.1","M-117","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","6","8","Medial","220","033","820-002-055-803-220-705-033-520","+520-033-705-220-803-055-002-820+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2645.1","M-118","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","5","8","Medial","233","033","861-002-803-233-705-033-772-740","+740-772-033-705-233-803-002-861+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2649.1","M-122","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","1","3","Initial","","033","705-033-520","+520-033-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2655.1","M-128","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","1","6","Initial","","500","705-500-741-803-923-740","+740-923-803-741-500-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2662.1","M-135","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","2","4","Medial","031","033","031-705-033-520","+520-033-705-031+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2747.1","M-223","Mohenjo-daro","Lower Indus","SEAL:S","Y","L/R","1","2","Initial","","740","705-740","+740-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2771.1","M-248","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","2","6","Medial","590","002","590-705-002-415-100-740","+740-100-415-002-705-590+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2797.1","M-276","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","2","4","Medial","176","033","176-705-033-520","+520-033-705-176+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2807.1","M-286","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","1","3","Initial","","255","705-255-740","+740-255-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2822.1","M-303","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","3","5","Medial","060","033","820-060-705-033-520","+520-033-705-060-820+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3109.1","M-670","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","1","6","Initial","","033","705-033-520-001-031-154","+154-031-001-520-033-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3139.1","M-714","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","7","11","Medial","233","033","603-861-002-803-798-233-705-033-017-585-740","+740-585-017-033-705-233-798-803-002-861-603+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3164.1","M-740","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","2","5","Medial","575","742","575-705-742-491-226","+226-491-742-705-575+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3177.1","M-754","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","4","6","Medial","742","760","920-060-742-705-760-740","+740-760-705-742-060-920+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3180.1","M-757","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","4","6","Medial","233","033","808-235-233-705-033-520","+520-033-705-233-235-808+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3199.1","M-785","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","3","5","Medial","002","255","861-002-705-255-740","+740-255-705-002-861+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3227.1","M-814","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","4","7","Medial","240","033","803-235-240-705-033-176-740","+740-176-033-705-240-235-803+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3252.1","M-840","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","5","8","Medial","233","033","374-920-001-233-705-033-031-046","+046-031-033-705-233-001-920-374+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3271.1","M-860","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","2","4","Medial","240","033","240-705-033-520","+520-033-705-240+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3274.1","M-863","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","3","5","Medial","741","255","412-741-705-255-740","+740-255-705-741-412+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3278.1","M-868","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","5","7","Medial","231","033","817-002-220-231-705-033-520","+520-033-705-231-220-002-817+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3282.1","M-873","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","4","6","Medial","231","033","550-060-231-705-033-520","+520-033-705-231-060-550+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3288.1","M-880","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","2","6","Medial","319","741","319-705-741-877-861-740","+740-861-877-741-705-319+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3324.1","M-928","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","2","3","Medial","031","243","031-705-243","+243-705-031+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3327.1","M-932","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","4","5","Medial","171","740","064-360-171-705-740","+740-705-171-360-064+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3351.1","M-956","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","2","5","Medial","233","033","233-705-033-520-400","+400-520-033-705-233+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3352.1","M-957","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","3","5","Medial","002","760","577-002-705-760-740","+740-760-705-002-577+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3354.1","M-959","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","3","5","Medial","236","033","803-236-705-033-520","+520-033-705-236-803+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3378.1","M-985","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","4","7","Medial","233","033","803-235-233-705-033-070-520","+520-070-033-705-233-235-803+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3389.1","M-997","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","4","5","Medial","575","590","140-920-575-705-590","+590-705-575-920-140+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3516.1","M-1155","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","1","6","Initial","","033","705-033-002-335-760-740","+740-760-335-002-033-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3529.1","M-1169","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","9","11","Medial","220","033","032-633-270-002-072-231-032-220-705-033-520","+520-033-705-220-032/231-072-002-270-633-032+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3561.1","M-1226","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","5","7","Medial","235","033","817-002-233-235-705-033-520","+520-033-705-235-233-002-817+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3909.1","M-1698","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","4","7","Medial","002","033","803-861-002-705-033-482-740","+740-482-033-705-002-861-803+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3985.1","M-1736","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","6","8","Medial","235","033","903-903-741-240-235-705-033-520","+520-033-705-235-240-741-903-903+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3992.1","M-1825","Mohenjo-daro","Lower Indus","SEAL:S","Y","R/L","1","5","Initial","","390","705-390-002-031-157","+157-031-002-390-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2367.1","M-2020","Mohenjo-daro","Lower Indus","TAB:B","Y","R/L","1","2","Initial","","167","705-167","+167-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2367.2","M-2020","Mohenjo-daro","Lower Indus","TAB:B","Y","R/L","1","2","Initial","","167","705-167","+167-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2925.1","M-431","Mohenjo-daro","Lower Indus","TAB:B","Y","R/L","1","5","Initial","","033","705-033-590-390-740","+740-390-590-033-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2926.1","M-432","Mohenjo-daro","Lower Indus","TAB:B","Y","R/L","1","5","Initial","","033","705-033-590-390-740","+740-390-590-033-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3688.1","M-1396","Mohenjo-daro","Lower Indus","TAB:B","Y","R/L","3","5","Medial","803","033","853-803-705-033-520","+520-033-705-803-853+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3689.1","M-1397","Mohenjo-daro","Lower Indus","TAB:B","Y","R/L","1","2","Initial","","167","705-167","+167-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2488.2","-","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","1","5","Initial","","033","705-033-923-740-001","+001-740-923-033-705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","2523.1","-","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","4","7","Medial","233","033","806-235-233-705-033-585-407","+407-585-033-705-233-235-806+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3006.1","M-534","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","7","Medial","235","033","235-705-033-845-407-321-407","+407-321-407-845-033-705-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3007.1","M-535","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","7","Medial","235","033","235-705-033-845-407-321-407","+407-321-407-845-033-705-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3008.1","M-536","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","7","Medial","235","033","235-705-033-845-407-321-407","+407-321-407-845-033-705-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3009.1","M-537","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","7","Medial","235","033","235-705-033-845-407-321-407","+407-321-407-845-033-705-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3010.1","M-538","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","7","Medial","235","033","235-705-033-845-407-321-407","+407-321-407-845-033-705-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3011.1","M-539","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","7","Medial","235","033","235-705-033-845-407-321-407","+407-321-407-845-033-705-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3013.1","M-541","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","7","Medial","235","033","235-705-033-845-407-321-407","+407-321-407-845-033-705-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3014.1","M-542","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","7","Medial","235","033","235-705-033-845-407-321-407","+407-321-407-845-033-705-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3058.1","M-593","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","7","Medial","235","033","235-705-033-845-407-321-407","+407-321-407-845-033-705-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3067.2","M-606","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","3","7","Medial","231","033","798-231-705-033-904-100-740","+740-100-904-033-705-231-798+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3753.1","M-1491","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","7","Medial","235","033","235-705-033-845-407-321-407","+407-321-407-845-033-705-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3754.1","M-1492","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","7","Medial","235","033","235-705-033-845-407-321-407","+407-321-407-845-033-705-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3755.1","M-1493","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","7","Medial","235","033","235-705-033-845-407-321-407","+407-321-407-845-033-705-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3756.1","M-1494","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","7","Medial","235","033","235-705-033-845-407-321-407","+407-321-407-845-033-705-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3776.1","M-1523","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","4","7","Medial","233","033","806-235-233-705-033-585-407","+407-585-033-705-233-235-806+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3777.1","M-1524","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","4","7","Medial","233","033","806-235-233-705-033-585-407","+407-585-033-705-233-235-806+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3787.1","M-1547","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","2","7","Medial","235","033","235-705-033-845-407-321-407","+407-321-407-845-033-705-235+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3797.2","M-1568","Mohenjo-daro","Lower Indus","TAB:C","Y","R/L","3","7","Medial","231","033","798-231-705-033-904-100-740","+740-100-904-033-705-231-798+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","590.1","Rhd-269","Rahman-deri","Upper Indus","MISC","Y","NR","1","1","Initial","","","705","+705+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"705","3884.1","-","Tell Umma","Mesopotamia","TAG:L","Y","R/L","2","5","Medial","127","002","127-705-002-004-390","+390-004-002-705-127+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","4303.1","-","Dholavira","Gujarat/Kutch","TAG","?","R/L","3","3","Terminal","002","","850-002-706","]706-002-850+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1562.1","H-647","Harappa","Inter-Riverine","SEAL:R","?","R/L","2","4","Medial","140","632","140-706-632-368","]368-632-706-140+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1589.1","H-682","Harappa","Inter-Riverine","SEAL:R","?","R/L","5","5","Terminal","590","","625-317-892-590-706","]706-590-892-317-625+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","804.1","H-2064","Harappa","Inter-Riverine","TAB:I","?","R/L","1","2","Initial","","868","706-868","+868-706[","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","872.2","H-2067","Harappa","Inter-Riverine","TAB:I","?","R/L","2","2","Terminal","590","","590-706","]706-590+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","591.1","M-1659","Mohenjo-daro","Lower Indus","BNGL","?","R/L","1","2","Initial","","140","706-140","+140-706[","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3073.1","M-621","Mohenjo-daro","Lower Indus","SEAL:S","?","R/L","5","6","Medial","233","033","820-001-220-233-706-033","]033-706-233-220-001-820+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3170.1","M-747","Mohenjo-daro","Lower Indus","SEAL:S","?","-","2","4","Medial","928","798","928-706-798-622","+622/798-706-928[","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3477.1","M-1106","Mohenjo-daro","Lower Indus","SEAL:S","?","-","1","3","Initial","","593","706-593-717","]717-593-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","5559.1","-","Rakhigarhi","Eastern Headwaters","Unknown","?","-","2","2","Terminal","220","","220-706","]706-220+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","119.1","C-38","Chanhu-daro","Lower Indus","MISC","N","T/B","1","3","Initial","","063","706-063-220","+220-063-706-000+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1172.1","H-131","Harappa","Inter-Riverine","SEAL:R","N","R/L","6","12","Medial","055","033","794-575-595-002-055-706-033-240-233-840-032-740","+740-032-840-233-240-033-706-055-002-595-575-794-000+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1090.1","H-30","Harappa","Inter-Riverine","SEAL:S","N","R/L","1","4","Initial","","033","706-033-760-740","+740-760-033-706-000-000[","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1420.1","H-417","Harappa","Inter-Riverine","SEAL:S","N","R/L","2","4","Medial","002","255","002-706-255-740","+740-255-706-002-000[","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","5246.1","-","Lakhanjo-daro","Lower Indus","TAG","N","R/L","2","3","Medial","365","740","365-706-740","+740-706-365-000[","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","5247.1","-","Lakhanjo-daro","Lower Indus","TAG","N","R/L","2","3","Medial","365","740","365-706-740","+740-706-365-000[","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2086.1","L-144","Lothal","Gujarat/Kutch","TAG","N","R/L","2","3","Medial","220","320","220-706-320","+320-706-000-220[","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2217.1","-","Mohenjo-daro","Lower Indus","SEAL:R","N","R/L","2","3","Medial","806","033","806-706-033","]000-033-706-806[","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2360.1","M-1971","Mohenjo-daro","Lower Indus","SEAL:R","N","R/L","4","6","Medial","220","033","798-415-220-706-033-550","+000-550-033-706-220-415-798+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2526.1","M-1662","Mohenjo-daro","Lower Indus","SEAL:S","N","R/L","5","7","Medial","233","033","192-817-002-233-706-033-520","+520-033-706-233-002-817-192-000+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3161.1","M-737","Mohenjo-daro","Lower Indus","SEAL:S","N","R/L","4","4","Terminal","090","","220-740-090-706","+706-000/090-740-220-000[","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","2961.1","M-477","Mohenjo-daro","Lower Indus","TAB:B","N","R/L","1","2","Initial","","400","706-400","+400-000-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","138.1","-","Dholavira","Gujarat/Kutch","SEAL:R","Y","R/L","2","4","Medial","233","033","233-706-033-520","+520-033-706-233+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","4167.1","-","Dholavira","Gujarat/Kutch","SEAL:R","Y","R/L","1","3","Initial","","033","706-033-520","+520-033-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","4287.1","-","Dholavira","Gujarat/Kutch","SEAL:S","Y","R/L","4","6","Medial","061","798","550-060-061-706-798-740","+740-798-706-061-060-550+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1152.1","H-97","Harappa","Inter-Riverine","SEAL","Y","-","2","5","Medial","928","798","928-706-798-599-065","+065-599/798-706-928+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1190.1","H-149","Harappa","Inter-Riverine","SEAL:R","Y","R/L","6","9","Medial","794","033","820-002-220-630-794-706-033-061-405","+405-061-033-706-794-630-220-002-820+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1194.1","H-153","Harappa","Inter-Riverine","SEAL:R","Y","R/L","2","3","Medial","140","064","140-706-064","+064-706-140+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1575.1","H-660","Harappa","Inter-Riverine","SEAL:R","Y","R/L","3","6","Medial","240","033","798-240-706-033-095-520","+520-095-033-706-240-798+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","3930.1","H-1076","Harappa","Inter-Riverine","SEAL:R","Y","R/L","3","5","Medial","002","611","820-002-706-611-740","+740-611-706-002-820+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1066.1","H-5","Harappa","Inter-Riverine","SEAL:S","Y","R/L","7","8","Medial","193","920","902-140-920-032-384-193-706-920","+920-706-193-384-032-920-140-902+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1069.1","H-8","Harappa","Inter-Riverine","SEAL:S","Y","R/L","4","10","Medial","002","033","921-690-002-706-033-590-405-740-001-354","+354-001-740-405-590-033-706-002-690-921+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1103.1","H-44","Harappa","Inter-Riverine","SEAL:S","Y","R/L","7","9","Medial","235","033","892-031-002-803-798-235-706-033-520","+520-033-706-235-798-803-002-031-892+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
"706","1112.1","H-53","Harappa","Inter-Riverine","SEAL:S","Y","R/L","1","3","Initial","","033","706-033-520","+520-033-706+","Queued","Does the artifact image support a 705/706 allograph or variant-link interpretation?"
