TextId,CISI,Region,Site,Type,Complete,Direction,RawText,ReadingTokens,Length,RoleTemplate,AnchorTemplate,TitleMarkers,NameBlocks,SlotFillers,HasAnchor
620.1,H-2008,Inter-Riverine,Harappa,TAB:B,N,R/L,]000-140-000+,140,1,LEADING_FORMULA_MARKER,LEADING_FORMULA_MARKER,140:LEADING_FORMULA_MARKER@1-1,,,Y
621.1,-,Inter-Riverine,Harappa,TAB:I,Y,R/L,+002-861-416+,416-861-002,3,SIGN INITIAL_TITLE_OR_CLASSIFIER SLOT_FILLER,SIGN INITIAL_TITLE_OR_CLASSIFIER SIGN,861:INITIAL_TITLE_OR_CLASSIFIER@2-2,,861|<END>:002@3,Y
621.2,-,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-034+,034-700,2,SIGN SIGN,SIGN SIGN,,,,N
622.1,H-1709,Inter-Riverine,Harappa,SEAL:R,Y,R/L,+158-838-470+,470-838-158,3,SIGN SIGN SIGN,SIGN SIGN SIGN,,,,N
623.1,H-1706,Inter-Riverine,Harappa,SEAL:R,Y,R/L,+405-003-002-293-360+,360-293-002-003-405,5,SIGN SIGN SIGN LEADING_FORMULA_MARKER SIGN,SIGN SIGN SIGN LEADING_FORMULA_MARKER SIGN,003:LEADING_FORMULA_MARKER@4-4,,,Y
624.1,H-1817,Inter-Riverine,Harappa,TAB:B,Y,R/L,+700-034+,034-700,2,SIGN SIGN,SIGN SIGN,,,,N
624.2,H-1817,Inter-Riverine,Harappa,TAB:B,Y,R/L,+400-525-554+,554-525-400,3,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,400:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
625.1,H-1745,Inter-Riverine,Harappa,POT:T:s,Y,R/L,+003-408+,408-003,2,SIGN LEADING_FORMULA_MARKER,SIGN LEADING_FORMULA_MARKER,003:LEADING_FORMULA_MARKER@2-2,,,Y
626.1,H-1662,Inter-Riverine,Harappa,SEAL:S,Y,R/L,+033-033/740-142-061-140-002-546+,546-002-140-061-142-740-033-033,8,SIGN SIGN LEADING_FORMULA_MARKER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN SIGN,SIGN SIGN LEADING_FORMULA_MARKER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN SIGN,140:LEADING_FORMULA_MARKER@3-3; 740:TERMINAL_TITLE_OR_SUFFIX@6-6,,,Y
627.1,H-1917,Inter-Riverine,Harappa,TAB:B,Y,R/L,+700-004+,004-700,2,SIGN SIGN,SIGN SIGN,,,,N
627.2,H-1917,Inter-Riverine,Harappa,TAB:B,Y,R/L,+400-151-097+,097-151-400,3,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,151:TERMINAL_TITLE_OR_SUFFIX@2-2; 400:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
628.1,H-1899,Inter-Riverine,Harappa,TAB:B,Y,R/L,+032-032-700+,700-032-032,3,SIGN SIGN SIGN,SIGN SIGN SIGN,,,,N
628.2,H-1899,Inter-Riverine,Harappa,TAB:B,Y,R/L,+520-033-033+,033-033-520,3,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,520:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
629.1,H-1801,Inter-Riverine,Harappa,TAB:B,?,R/L,+740-390-590-741[,741-590-390-740,4,SIGN SIGN CLOSING_FORMULA_MARKER TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN CLOSING_FORMULA_MARKER TERMINAL_TITLE_OR_SUFFIX,390:CLOSING_FORMULA_MARKER@3-3; 740:TERMINAL_TITLE_OR_SUFFIX@4-4,,,Y
629.2,H-1801,Inter-Riverine,Harappa,TAB:B,N,R/L,]000-033-605+,605-033,2,SIGN SIGN,SIGN SIGN,,,,N
630.1,H-2207,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-031-033+,033-031-700,3,SIGN LEADING_FORMULA_MARKER SLOT_FILLER,SIGN LEADING_FORMULA_MARKER SIGN,031:LEADING_FORMULA_MARKER@2-2,,031|<END>:700@3,Y
630.2,H-2207,Inter-Riverine,Harappa,TAB:I,Y,R/L,+400-740-032-027+,027-032-740-400,4,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@3-3; 400:TERMINAL_TITLE_OR_SUFFIX@4-4,,,Y
631.1,H-1842,Inter-Riverine,Harappa,TAB:B,Y,R/L,+033-700+,700-033,2,SIGN SIGN,SIGN SIGN,,,,N
631.2,H-1842,Inter-Riverine,Harappa,TAB:B,Y,R/L,+740-690-435-176-233-803+,803-233-176-435-690-740,6,SLOT_FILLER SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@6-6,,<START>|233:803@1,Y
632.1,H-2193,Inter-Riverine,Harappa,TAB:I,Y,R/L,+590-032-220+,220-032-590,3,SIGN SIGN SIGN,SIGN SIGN SIGN,,,,N
632.2,H-2193,Inter-Riverine,Harappa,TAB:I,N,R/L,+000-740-242-235+,235-242-740,3,LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX,LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX,235:LEADING_FORMULA_MARKER@1-1; 740:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
633.1,H-1927,Inter-Riverine,Harappa,TAB:B,?,R/L,+400-740[,740-400,2,TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1; 400:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
634.1,H-1680,Inter-Riverine,Harappa,SEAL:S,Y,R/L,+390-003-002-820+,820-002-003-390,4,INITIAL_TITLE_OR_CLASSIFIER SIGN LEADING_FORMULA_MARKER CLOSING_FORMULA_MARKER,INITIAL_TITLE_OR_CLASSIFIER CROSS_SITE_NAME_ANCHOR[3],820:INITIAL_TITLE_OR_CLASSIFIER@1-1; 003:LEADING_FORMULA_MARKER@3-3; 390:CLOSING_FORMULA_MARKER@4-4,002-003-390:CROSS_SITE_NAME_ANCHOR@2-4,,Y
635.1,H-1814,Inter-Riverine,Harappa,TAB:B,Y,R/L,+400-525-550-033-705-240+,240-705-033-550-525-400,6,SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,400:TERMINAL_TITLE_OR_SUFFIX@6-6,,,Y
635.2,H-1814,Inter-Riverine,Harappa,TAB:B,Y,R/L,+740-033-711-335-575-413+,413-575-335-711-033-740,6,SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@6-6,,,Y
636.1,H-1884,Inter-Riverine,Harappa,TAB:B,N,-,]000-490+,490,1,SIGN,SIGN,,,,N
636.2,H-1884,Inter-Riverine,Harappa,TAB:B,?,-,]033+,033,1,SIGN,SIGN,,,,N
637.1,H-1860,Inter-Riverine,Harappa,TAB:B,Y,R/L,+700-034+,034-700,2,SIGN SIGN,SIGN SIGN,,,,N
637.2,H-1860,Inter-Riverine,Harappa,TAB:B,Y,R/L,+400-097+,097-400,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,400:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
638.1,H-2209,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-033+,033-700,2,SIGN SIGN,SIGN SIGN,,,,N
638.2,H-2209,Inter-Riverine,Harappa,TAB:I,Y,R/L,+400-740-032-025+,025-032-740-400,4,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@3-3; 400:TERMINAL_TITLE_OR_SUFFIX@4-4,,,Y
639.1,H-2241,Inter-Riverine,Harappa,TAB:I,?,R/L,]415-240+,240-415,2,SIGN SIGN,SIGN SIGN,,,,N
640.1,H-2108,Inter-Riverine,Harappa,TAB:I,Y,R/L,+690-681+,681-690,2,SIGN SIGN,SIGN SIGN,,,,N
640.2,H-2108,Inter-Riverine,Harappa,TAB:I,Y,R/L,+400-740-032-014+,014-032-740-400,4,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@3-3; 400:TERMINAL_TITLE_OR_SUFFIX@4-4,,,Y
641.1,H-2205,Inter-Riverine,Harappa,TAB:I,?,R/L,]034+,034,1,SIGN,SIGN,,,,N
641.2,H-2205,Inter-Riverine,Harappa,TAB:I,?,R/L,]740-032-027+,027-032-740,3,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
642.1,H-2105,Inter-Riverine,Harappa,TAB:I,Y,NR,+137+,137,1,SIGN,SIGN,,,,N
642.2,H-2105,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-034+,034-700,2,SIGN SIGN,SIGN SIGN,,,,N
643.1,H-2198,Inter-Riverine,Harappa,TAB:I,Y,R/L,+740-255-032+,032-255-740,3,SIGN SLOT_FILLER TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@3-3,,032|740:255@2,Y
643.2,H-2198,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-032+,032-700,2,SIGN SIGN,SIGN SIGN,,,,N
644.1,H-1956,Inter-Riverine,Harappa,TAB:B,Y,R/L,+400-137+,137-400,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,400:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
645.1,H-2121,Inter-Riverine,Harappa,TAB:I,?,-,+861[,861,1,INITIAL_TITLE_OR_CLASSIFIER,INITIAL_TITLE_OR_CLASSIFIER,861:INITIAL_TITLE_OR_CLASSIFIER@1-1,,,Y
645.2,H-2121,Inter-Riverine,Harappa,TAB:I,?,-,+740[,740,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
646.1,H-1824,Inter-Riverine,Harappa,TAB:B,Y,R/L,+700-034+,034-700,2,SIGN SIGN,SIGN SIGN,,,,N
646.2,H-1824,Inter-Riverine,Harappa,TAB:B,Y,R/L,+740-176-031-060-201+,201-060-031-176-740,5,SIGN SIGN LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX,031:LEADING_FORMULA_MARKER@3-3; 740:TERMINAL_TITLE_OR_SUFFIX@5-5,,,Y
647.1,H-2062,Inter-Riverine,Harappa,TAB:I,Y,R/L,+400-156-435-255+,255-435-156-400,4,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,NAME_LIKE_BLOCK[3] TERMINAL_TITLE_OR_SUFFIX,156:TERMINAL_TITLE_OR_SUFFIX@3-3; 400:TERMINAL_TITLE_OR_SUFFIX@4-4,255-435-156:NAME_LIKE_BLOCK@1-3,,Y
647.2,H-2062,Inter-Riverine,Harappa,TAB:I,Y,R/L,+868-705-590+,590-705-868,3,SIGN SIGN SIGN,SIGN SIGN SIGN,,,,N
648.1,H-2106,Inter-Riverine,Harappa,TAB:I,?,-,]034+,034,1,SIGN,SIGN,,,,N
648.2,H-2106,Inter-Riverine,Harappa,TAB:I,?,-,]137+,137,1,SIGN,SIGN,,,,N
649.1,H-1823,Inter-Riverine,Harappa,TAB:B,Y,R/L,+700-034+,034-700,2,SIGN SIGN,SIGN SIGN,,,,N
649.2,H-1823,Inter-Riverine,Harappa,TAB:B,Y,L/R,+400-740-798-365-415-001+,001-415-365-798-740-400,6,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@5-5; 400:TERMINAL_TITLE_OR_SUFFIX@6-6,,,Y
650.1,H-1849,Inter-Riverine,Harappa,TAB:B,N,-,+700-000[,700,1,SIGN,SIGN,,,,N
650.2,H-1849,Inter-Riverine,Harappa,TAB:B,?,R/L,+400-740-636[,636-740-400,3,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2; 400:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
651.1,H-2151,Inter-Riverine,Harappa,TAB:I,?,R/L,+520[,520,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,520:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
651.2,H-2151,Inter-Riverine,Harappa,TAB:I,N,R/L,]000-645-003+,003-645,2,LEADING_FORMULA_MARKER SIGN,LEADING_FORMULA_MARKER SIGN,003:LEADING_FORMULA_MARKER@1-1,,,Y
652.1,H-1841,Inter-Riverine,Harappa,TAB:B,Y,R/L,+700-032+,032-700,2,SIGN SIGN,SIGN SIGN,,,,N
652.2,H-1841,Inter-Riverine,Harappa,TAB:B,Y,R/L,+740-540-204-255+,255-204-540-740,4,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@4-4,,,Y
653.1,H-1813,Inter-Riverine,Harappa,TAB:B,Y,R/L,+400-525-550-033-705-220+,220-705-033-550-525-400,6,SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,400:TERMINAL_TITLE_OR_SUFFIX@6-6,,,Y
653.2,H-1813,Inter-Riverine,Harappa,TAB:B,Y,R/L,+700-033-711-335-575-413+,413-575-335-711-033-700,6,SIGN SIGN SIGN SIGN SIGN SIGN,SIGN SIGN SIGN NAME_LIKE_BLOCK[3],,711-033-700:NAME_LIKE_BLOCK@4-6,,Y
654.1,H-1863,Inter-Riverine,Harappa,TAB:B,Y,L/R,+400-740-388+,388-740-400,3,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2; 400:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
654.2,H-1863,Inter-Riverine,Harappa,TAB:B,Y,L/R,+368-091+,091-368,2,SIGN SIGN,SIGN SIGN,,,,N
655.1,H-1818,Inter-Riverine,Harappa,TAB:B,N,-,+000-711-335-575-413+,413-575-335-711,4,SIGN SIGN SIGN SIGN,SIGN SIGN SIGN SIGN,,,,N
655.2,H-1818,Inter-Riverine,Harappa,TAB:B,?,-,]519-742-849+,849-742-519,3,SIGN SIGN SIGN,SIGN SIGN SIGN,,,,N
656.1,H-2568,Inter-Riverine,Harappa,POT:T:g,?,R/L,]798-806-820-388[,388-820-806-798,4,SIGN INITIAL_TITLE_OR_CLASSIFIER LEADING_FORMULA_MARKER SIGN,SIGN INITIAL_TITLE_OR_CLASSIFIER LEADING_FORMULA_MARKER SIGN,820:INITIAL_TITLE_OR_CLASSIFIER@2-2; 806:LEADING_FORMULA_MARKER@3-3,,,Y
657.1,H-2179,Inter-Riverine,Harappa,TAB:I,?,-,]033[,033,1,SIGN,SIGN,,,,N
658.1,H-1946,Inter-Riverine,Harappa,TAB:B,Y,R/L,+700-014+,014-700,2,SIGN SIGN,SIGN SIGN,,,,N
658.2,H-1946,Inter-Riverine,Harappa,TAB:B,Y,NR,+144+,144,1,SIGN,SIGN,,,,N
658.3,H-1946,Inter-Riverine,Harappa,TAB:B,Y,R/L,+700-125+,125-700,2,SIGN SIGN,SIGN SIGN,,,,N
659.1,H-2204,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-034+,034-700,2,SIGN SIGN,SIGN SIGN,,,,N
659.2,H-2204,Inter-Riverine,Harappa,TAB:I,Y,R/L,+400-740-032-027+,027-032-740-400,4,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@3-3; 400:TERMINAL_TITLE_OR_SUFFIX@4-4,,,Y
660.1,H-1875,Inter-Riverine,Harappa,TAB:B,?,-,]033+,033,1,SIGN,SIGN,,,,N
660.2,H-1875,Inter-Riverine,Harappa,TAB:B,?,R/L,+400-775[,775-400,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,400:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
661.1,H-2007,Inter-Riverine,Harappa,TAB:B,N,-,+000-000-140+,140,1,LEADING_FORMULA_MARKER,LEADING_FORMULA_MARKER,140:LEADING_FORMULA_MARKER@1-1,,,Y
661.2,H-2007,Inter-Riverine,Harappa,TAB:B,N,-,+000-705-590+,590-705,2,SIGN SIGN,SIGN SIGN,,,,N
662.1,H-1951,Inter-Riverine,Harappa,TAB:B,Y,R/L,+617-550-003-790+,790-003-550-617,4,SIGN LEADING_FORMULA_MARKER SIGN SIGN,SIGN LEADING_FORMULA_MARKER SIGN SIGN,003:LEADING_FORMULA_MARKER@2-2,,,Y
663.1,H-1971,Inter-Riverine,Harappa,TAB:B,Y,NR,+820+,820,1,INITIAL_TITLE_OR_CLASSIFIER,INITIAL_TITLE_OR_CLASSIFIER,820:INITIAL_TITLE_OR_CLASSIFIER@1-1,,,Y
664.1,H-1975,Inter-Riverine,Harappa,TAB:B,Y,R/L,+740-760-061-060-692+,692-060-061-760-740,5,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@5-5,,,Y
665.1,H-2096,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-034+,034-700,2,SIGN SIGN,SIGN SIGN,,,,N
665.2,H-2096,Inter-Riverine,Harappa,TAB:I,Y,R/L,+002-861-416+,416-861-002,3,SIGN INITIAL_TITLE_OR_CLASSIFIER SLOT_FILLER,SIGN INITIAL_TITLE_OR_CLASSIFIER SIGN,861:INITIAL_TITLE_OR_CLASSIFIER@2-2,,861|<END>:002@3,Y
666.1,H-2054,Inter-Riverine,Harappa,TAB:I,Y,R/L,+090-740-240-235+,235-240-740-090,4,LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,235:LEADING_FORMULA_MARKER@1-1; 740:TERMINAL_TITLE_OR_SUFFIX@3-3,,<START>|240:235@1,Y
667.2,H-2196,Inter-Riverine,Harappa,TAB:I,?,-,]740[,740,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
668.1,H-1672,Inter-Riverine,Harappa,SEAL:S,Y,R/L,+740-400-142-061-033+,033-061-142-400-740,5,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,400:TERMINAL_TITLE_OR_SUFFIX@4-4; 740:TERMINAL_TITLE_OR_SUFFIX@5-5,,,Y
669.1,H-2053,Inter-Riverine,Harappa,TAB:I,?,-,+167[,167,1,SIGN,SIGN,,,,N
670.1,H-1891,Inter-Riverine,Harappa,TAB:B,Y,R/L,+700-003+,003-700,2,LEADING_FORMULA_MARKER SIGN,LEADING_FORMULA_MARKER SIGN,003:LEADING_FORMULA_MARKER@1-1,,,Y
671.1,H-2066,Inter-Riverine,Harappa,TAB:I,Y,L/R,+868-706-590+,590-706-868,3,SIGN SIGN SIGN,SIGN SIGN SIGN,,,,N
671.2,H-2066,Inter-Riverine,Harappa,TAB:I,Y,L/R,+400-156-435-255+,255-435-156-400,4,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,NAME_LIKE_BLOCK[3] TERMINAL_TITLE_OR_SUFFIX,156:TERMINAL_TITLE_OR_SUFFIX@3-3; 400:TERMINAL_TITLE_OR_SUFFIX@4-4,255-435-156:NAME_LIKE_BLOCK@1-3,,Y
672.1,H-2214,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-033+,033-700,2,SIGN SIGN,SIGN SIGN,,,,N
672.2,H-2214,Inter-Riverine,Harappa,TAB:I,Y,R/L,+740-760-840-799+,799-840-760-740,4,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@4-4,,,Y
672.3,H-2214,Inter-Riverine,Harappa,TAB:I,Y,L/R,+876-032-578-415+,415-578-032-876,4,SIGN SIGN SIGN SIGN,SIGN SIGN SIGN SIGN,,,,N
673.1,H-2147,Inter-Riverine,Harappa,TAB:I,?,-,]110+,110,1,SIGN,SIGN,,,,N
673.2,H-2147,Inter-Riverine,Harappa,TAB:I,?,-,]220-415+,415-220,2,SIGN SIGN,SIGN SIGN,,,,N
674.1,H-2129,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-032+,032-700,2,SIGN SIGN,SIGN SIGN,,,,N
674.2,H-2129,Inter-Riverine,Harappa,TAB:I,N,-,]000-590-231+,231-590,2,SIGN SIGN,SIGN SIGN,,,,N
675.1,H-1903,Inter-Riverine,Harappa,TAB:B,Y,R/L,+033-700+,700-033,2,SIGN SIGN,SIGN SIGN,,,,N
675.2,H-1903,Inter-Riverine,Harappa,TAB:B,Y,R/L,+740-923-235+,235-923-740,3,LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX,LEADING_FORMULA_MARKER SIGN TERMINAL_TITLE_OR_SUFFIX,235:LEADING_FORMULA_MARKER@1-1; 740:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
676.1,H-2025,Inter-Riverine,Harappa,TAB:B,N,R/L,+700-000[,700,1,SIGN,SIGN,,,,N
677.1,H-2024,Inter-Riverine,Harappa,TAB:B,Y,R/L,+090-740-176-741-347+,347-741-176-740-090,5,SLOT_FILLER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,740:TERMINAL_TITLE_OR_SUFFIX@4-4,,<START>|741:347@1,Y
678.1,H-2031,Inter-Riverine,Harappa,TAB:B,?,R/L,]176-741-347[,347-741-176,3,SLOT_FILLER SIGN SLOT_FILLER,SIGN SIGN SIGN,,,<START>|741:347@1; 741|<END>:176@3,Y
679.1,H-2217,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-032+,032-700,2,SIGN SIGN,SIGN SIGN,,,,N
679.2,H-2217,Inter-Riverine,Harappa,TAB:I,Y,R/L,+400-854-032+,032-854-400,3,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,400:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
679.3,H-2217,Inter-Riverine,Harappa,TAB:I,Y,R/L,+257-360+,360-257,2,SIGN SIGN,SIGN SIGN,,,,N
680.1,H-1976,Inter-Riverine,Harappa,TAB:B,?,R/L,+740-760[,760-740,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
681.1,H-2090,Inter-Riverine,Harappa,TAB:I,Y,R/L,+400-740-892-617+,617-892-740-400,4,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@3-3; 400:TERMINAL_TITLE_OR_SUFFIX@4-4,,,Y
681.2,H-2090,Inter-Riverine,Harappa,TAB:I,Y,R/L,+869-060-820+,820-060-869,3,INITIAL_TITLE_OR_CLASSIFIER SIGN SLOT_FILLER,CROSS_SITE_NAME_ANCHOR[2] SIGN,820:INITIAL_TITLE_OR_CLASSIFIER@1-1,820-060:CROSS_SITE_NAME_ANCHOR@1-2,060|<END>:869@3,Y
682.1,H-1146,Inter-Riverine,Harappa,TAB:B,Y,R/L,+700-032+,032-700,2,SIGN SIGN,SIGN SIGN,,,,N
682.2,H-1146,Inter-Riverine,Harappa,TAB:B,Y,R/L,+526-554-002-820+,820-002-554-526,4,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN SIGN,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN SIGN,820:INITIAL_TITLE_OR_CLASSIFIER@1-1,,,Y
683.1,H-1769,Inter-Riverine,Harappa,TAB:B,Y,NR,+144+,144,1,SIGN,SIGN,,,,N
684.1,-,Inter-Riverine,Harappa,TAB:B,N,-,+700-000+,700,1,SIGN,SIGN,,,,N
685.1,H-2212,Inter-Riverine,Harappa,TAB:I,N,R/L,+700-000[,700,1,SIGN,SIGN,,,,N
685.2,H-2212,Inter-Riverine,Harappa,TAB:I,N,R/L,+740-000[,740,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
685.3,H-2212,Inter-Riverine,Harappa,TAB:I,?,R/L,+824-892[,892-824,2,SIGN SIGN,NAME_LIKE_BLOCK[2],,892-824:NAME_LIKE_BLOCK@1-2,,Y
686.1,H-1846,Inter-Riverine,Harappa,TAB:B,Y,R/L,+700-034+,034-700,2,SIGN SIGN,SIGN SIGN,,,,N
686.2,H-1846,Inter-Riverine,Harappa,TAB:B,Y,R/L,+740-603-240-060-692+,692-060-240-603-740,5,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@5-5,,,Y
